date,item,category,price,unit_cost,units_sold,day_of_week
2025-02-24,Breakfast Sandwich,Food,7.25,2.4,32,Monday
2025-02-24,Bagel & Cream Cheese,Food,4.5,1.3,22,Monday
2025-02-24,Granola Bowl,Food,6.75,1.9,11,Monday
2025-02-24,Bottled Water,Other,2.25,0.35,19,Monday
2025-02-25,Drip Coffee,Coffee,3.25,0.55,79,Tuesday
2025-02-25,Latte,Coffee,4.75,1.1,76,Tuesday
2025-02-25,Cappuccino,Coffee,4.5,1.05,39,Tuesday
2025-02-25,Cold Brew,Coffee,4.95,1.2,42,Tuesday
2025-02-25,Espresso Shot,Coffee,2.75,0.45,21,Tuesday
2025-02-25,Matcha Latte,Tea,5.25,1.6,31,Tuesday
2025-02-25,Chai Latte,Tea,4.95,1.15,24,Tuesday
2025-02-25,Iced Tea,Tea,3.5,0.5,17,Tuesday
2025-02-25,Croissant,Pastry,3.75,1.1,33,Tuesday
2025-02-25,Blueberry Muffin,Pastry,3.95,1.0,28,Tuesday
2025-02-25,Avocado Toast,Food,8.5,2.6,18,Tuesday
2025-02-25,Breakfast Sandwich,Food,7.25,2.4,35,Tuesday
2025-02-25,Bagel & Cream Cheese,Food,4.5,1.3,23,Tuesday
2025-02-25,Granola Bowl,Food,6.75,1.9,9,Tuesday
2025-02-25,Bottled Water,Other,2.25,0.35,18,Tuesday
2025-02-26,Drip Coffee,Coffee,3.25,0.55,77,Wednesday
2025-02-26,Latte,Coffee,4.75,1.1,81,Wednesday
2025-02-26,Cappuccino,Coffee,4.5,1.05,34,Wednesday
2025-02-26,Cold Brew,Coffee,4.95,1.2,45,Wednesday
2025-02-26,Espresso Shot,Coffee,2.75,0.45,29,Wednesday
2025-02-26,Matcha Latte,Tea,5.25,1.6,24,Wednesday
2025-02-26,Chai Latte,Tea,4.95,1.15,26,Wednesday
2025-02-26,Iced Tea,Tea,3.5,0.5,21,Wednesday
2025-02-26,Croissant,Pastry,3.75,1.1,34,Wednesday
2025-02-26,Blueberry Muffin,Pastry,3.95,1.0,24,Wednesday
2025-02-26,Avocado Toast,Food,8.5,2.6,22,Wednesday
2025-02-26,Breakfast Sandwich,Food,7.25,2.4,37,Wednesday
2025-02-26,Bagel & Cream Cheese,Food,4.5,1.3,30,Wednesday
2025-02-26,Granola Bowl,Food,6.75,1.9,15,Wednesday
2025-02-26,Bottled Water,Other,2.25,0.35,25,Wednesday
2025-02-27,Drip Coffee,Coffee,3.25,0.55,72,Thursday
2025-02-27,Latte,Coffee,4.75,1.1,73,Thursday
2025-02-27,Cappuccino,Coffee,4.5,1.05,37,Thursday
2025-02-27,Cold Brew,Coffee,4.95,1.2,66,Thursday
2025-02-27,Espresso Shot,Coffee,2.75,0.45,29,Thursday
2025-02-27,Matcha Latte,Tea,5.25,1.6,34,Thursday
2025-02-27,Chai Latte,Tea,4.95,1.15,27,Thursday
2025-02-27,Iced Tea,Tea,3.5,0.5,19,Thursday
2025-02-27,Croissant,Pastry,3.75,1.1,28,Thursday
2025-02-27,Blueberry Muffin,Pastry,3.95,1.0,38,Thursday
2025-02-27,Avocado Toast,Food,8.5,2.6,25,Thursday
2025-02-27,Breakfast Sandwich,Food,7.25,2.4,39,Thursday
2025-02-27,Bagel & Cream Cheese,Food,4.5,1.3,30,Thursday
2025-02-27,Granola Bowl,Food,6.75,1.9,16,Thursday
2025-02-27,Bottled Water,Other,2.25,0.35,21,Thursday
2025-02-28,Drip Coffee,Coffee,3.25,0.55,79,Friday
2025-02-28,Latte,Coffee,4.75,1.1,74,Friday
2025-02-28,Cappuccino,Coffee,4.5,1.05,47,Friday
2025-02-28,Cold Brew,Coffee,4.95,1.2,66,Friday
2025-02-28,Espresso Shot,Coffee,2.75,0.45,32,Friday
2025-02-28,Matcha Latte,Tea,5.25,1.6,30,Friday
2025-02-28,Chai Latte,Tea,4.95,1.15,33,Friday
2025-02-28,Iced Tea,Tea,3.5,0.5,29,Friday
2025-02-28,Croissant,Pastry,3.75,1.1,44,Friday
2025-02-28,Blueberry Muffin,Pastry,3.95,1.0,38,Friday
2025-02-28,Avocado Toast,Food,8.5,2.6,25,Friday
2025-02-28,Breakfast Sandwich,Food,7.25,2.4,48,Friday
2025-02-28,Bagel & Cream Cheese,Food,4.5,1.3,36,Friday
2025-02-28,Granola Bowl,Food,6.75,1.9,16,Friday
2025-02-28,Bottled Water,Other,2.25,0.35,24,Friday
2025-03-01,Drip Coffee,Coffee,3.25,0.55,99,Saturday
2025-03-01,Latte,Coffee,4.75,1.1,97,Saturday
2025-03-01,Cappuccino,Coffee,4.5,1.05,58,Saturday
2025-03-01,Cold Brew,Coffee,4.95,1.2,65,Saturday
2025-03-01,Espresso Shot,Coffee,2.75,0.45,37,Saturday
2025-03-01,Matcha Latte,Tea,5.25,1.6,36,Saturday
2025-03-01,Chai Latte,Tea,4.95,1.15,33,Saturday
2025-03-01,Iced Tea,Tea,3.5,0.5,26,Saturday
2025-03-01,Croissant,Pastry,3.75,1.1,56,Saturday
2025-03-01,Blueberry Muffin,Pastry,3.95,1.0,40,Saturday
2025-03-01,Avocado Toast,Food,8.5,2.6,32,Saturday
2025-03-01,Breakfast Sandwich,Food,7.25,2.4,45,Saturday
2025-03-01,Bagel & Cream Cheese,Food,4.5,1.3,34,Saturday
2025-03-01,Granola Bowl,Food,6.75,1.9,16,Saturday
2025-03-01,Bottled Water,Other,2.25,0.35,22,Saturday
2025-03-02,Drip Coffee,Coffee,3.25,0.55,103,Sunday
2025-03-02,Latte,Coffee,4.75,1.1,77,Sunday
2025-03-02,Cappuccino,Coffee,4.5,1.05,52,Sunday
2025-03-02,Cold Brew,Coffee,4.95,1.2,59,Sunday
2025-03-02,Espresso Shot,Coffee,2.75,0.45,27,Sunday
2025-03-02,Matcha Latte,Tea,5.25,1.6,38,Sunday
2025-03-02,Chai Latte,Tea,4.95,1.15,28,Sunday
2025-03-02,Iced Tea,Tea,3.5,0.5,18,Sunday
2025-03-02,Croissant,Pastry,3.75,1.1,45,Sunday
2025-03-02,Blueberry Muffin,Pastry,3.95,1.0,35,Sunday
2025-03-02,Avocado Toast,Food,8.5,2.6,18,Sunday
2025-03-02,Breakfast Sandwich,Food,7.25,2.4,42,Sunday
2025-03-02,Bagel & Cream Cheese,Food,4.5,1.3,27,Sunday
2025-03-02,Granola Bowl,Food,6.75,1.9,19,Sunday
2025-03-02,Bottled Water,Other,2.25,0.35,18,Sunday
2025-03-03,Drip Coffee,Coffee,3.25,0.55,75,Monday
2025-03-03,Latte,Coffee,4.75,1.1,59,Monday
2025-03-03,Cappuccino,Coffee,4.5,1.05,33,Monday
2025-03-03,Cold Brew,Coffee,4.95,1.2,48,Monday
2025-03-03,Espresso Shot,Coffee,2.75,0.45,20,Monday
2025-03-03,Matcha Latte,Tea,5.25,1.6,25,Monday
2025-03-03,Chai Latte,Tea,4.95,1.15,21,Monday
2025-03-03,Iced Tea,Tea,3.5,0.5,16,Monday
2025-03-03,Croissant,Pastry,3.75,1.1,27,Monday
2025-03-03,Blueberry Muffin,Pastry,3.95,1.0,27,Monday
2025-03-03,Avocado Toast,Food,8.5,2.6,19,Monday
2025-03-03,Breakfast Sandwich,Food,7.25,2.4,31,Monday
2025-03-03,Bagel & Cream Cheese,Food,4.5,1.3,26,Monday
2025-03-03,Granola Bowl,Food,6.75,1.9,13,Monday
2025-03-03,Bottled Water,Other,2.25,0.35,16,Monday
2025-03-04,Drip Coffee,Coffee,3.25,0.55,76,Tuesday
2025-03-04,Latte,Coffee,4.75,1.1,79,Tuesday
2025-03-04,Cappuccino,Coffee,4.5,1.05,39,Tuesday
2025-03-04,Cold Brew,Coffee,4.95,1.2,55,Tuesday
2025-03-04,Espresso Shot,Coffee,2.75,0.45,16,Tuesday
2025-03-04,Matcha Latte,Tea,5.25,1.6,26,Tuesday
2025-03-04,Chai Latte,Tea,4.95,1.15,20,Tuesday
2025-03-04,Iced Tea,Tea,3.5,0.5,18,Tuesday
2025-03-04,Croissant,Pastry,3.75,1.1,35,Tuesday
2025-03-04,Blueberry Muffin,Pastry,3.95,1.0,26,Tuesday
2025-03-04,Avocado Toast,Food,8.5,2.6,22,Tuesday
2025-03-04,Breakfast Sandwich,Food,7.25,2.4,32,Tuesday
2025-03-04,Bagel & Cream Cheese,Food,4.5,1.3,26,Tuesday
2025-03-04,Granola Bowl,Food,6.75,1.9,11,Tuesday
2025-03-04,Bottled Water,Other,2.25,0.35,17,Tuesday
2025-03-05,Drip Coffee,Coffee,3.25,0.55,89,Wednesday
2025-03-05,Latte,Coffee,4.75,1.1,75,Wednesday
2025-03-05,Cappuccino,Coffee,4.5,1.05,39,Wednesday
2025-03-05,Cold Brew,Coffee,4.95,1.2,68,Wednesday
2025-03-05,Espresso Shot,Coffee,2.75,0.45,24,Wednesday
2025-03-05,Matcha Latte,Tea,5.25,1.6,28,Wednesday
2025-03-05,Chai Latte,Tea,4.95,1.15,19,Wednesday
2025-03-05,Iced Tea,Tea,3.5,0.5,24,Wednesday
2025-03-05,Croissant,Pastry,3.75,1.1,33,Wednesday
2025-03-05,Blueberry Muffin,Pastry,3.95,1.0,26,Wednesday
2025-03-05,Avocado Toast,Food,8.5,2.6,25,Wednesday
2025-03-05,Breakfast Sandwich,Food,7.25,2.4,44,Wednesday
2025-03-05,Bagel & Cream Cheese,Food,4.5,1.3,26,Wednesday
2025-03-05,Granola Bowl,Food,6.75,1.9,12,Wednesday
2025-03-05,Bottled Water,Other,2.25,0.35,19,Wednesday
2025-03-06,Drip Coffee,Coffee,3.25,0.55,83,Thursday
2025-03-06,Latte,Coffee,4.75,1.1,63,Thursday
2025-03-06,Cappuccino,Coffee,4.5,1.05,47,Thursday
2025-03-06,Cold Brew,Coffee,4.95,1.2,43,Thursday
2025-03-06,Espresso Shot,Coffee,2.75,0.45,28,Thursday
2025-03-06,Matcha Latte,Tea,5.25,1.6,33,Thursday
2025-03-06,Chai Latte,Tea,4.95,1.15,37,Thursday
2025-03-06,Iced Tea,Tea,3.5,0.5,22,Thursday
2025-03-06,Croissant,Pastry,3.75,1.1,28,Thursday
2025-03-06,Blueberry Muffin,Pastry,3.95,1.0,28,Thursday
2025-03-06,Avocado Toast,Food,8.5,2.6,23,Thursday
2025-03-06,Breakfast Sandwich,Food,7.25,2.4,42,Thursday
2025-03-06,Bagel & Cream Cheese,Food,4.5,1.3,31,Thursday
2025-03-06,Granola Bowl,Food,6.75,1.9,11,Thursday
2025-03-06,Bottled Water,Other,2.25,0.35,18,Thursday
2025-03-07,Drip Coffee,Coffee,3.25,0.55,109,Friday
2025-03-07,Latte,Coffee,4.75,1.1,95,Friday
2025-03-07,Cappuccino,Coffee,4.5,1.05,56,Friday
2025-03-07,Cold Brew,Coffee,4.95,1.2,60,Friday
2025-03-07,Espresso Shot,Coffee,2.75,0.45,33,Friday
2025-03-07,Matcha Latte,Tea,5.25,1.6,42,Friday
2025-03-07,Chai Latte,Tea,4.95,1.15,37,Friday
2025-03-07,Iced Tea,Tea,3.5,0.5,25,Friday
2025-03-07,Croissant,Pastry,3.75,1.1,44,Friday
2025-03-07,Blueberry Muffin,Pastry,3.95,1.0,31,Friday
2025-03-07,Avocado Toast,Food,8.5,2.6,21,Friday
2025-03-07,Breakfast Sandwich,Food,7.25,2.4,49,Friday
2025-03-07,Bagel & Cream Cheese,Food,4.5,1.3,29,Friday
2025-03-07,Granola Bowl,Food,6.75,1.9,16,Friday
2025-03-07,Bottled Water,Other,2.25,0.35,19,Friday
2025-03-08,Drip Coffee,Coffee,3.25,0.55,105,Saturday
2025-03-08,Latte,Coffee,4.75,1.1,94,Saturday
2025-03-08,Cappuccino,Coffee,4.5,1.05,46,Saturday
2025-03-08,Cold Brew,Coffee,4.95,1.2,72,Saturday
2025-03-08,Espresso Shot,Coffee,2.75,0.45,33,Saturday
2025-03-08,Matcha Latte,Tea,5.25,1.6,39,Saturday
2025-03-08,Chai Latte,Tea,4.95,1.15,33,Saturday
2025-03-08,Iced Tea,Tea,3.5,0.5,28,Saturday
2025-03-08,Croissant,Pastry,3.75,1.1,56,Saturday
2025-03-08,Blueberry Muffin,Pastry,3.95,1.0,36,Saturday
2025-03-08,Avocado Toast,Food,8.5,2.6,33,Saturday
2025-03-08,Breakfast Sandwich,Food,7.25,2.4,55,Saturday
2025-03-08,Bagel & Cream Cheese,Food,4.5,1.3,23,Saturday
2025-03-08,Granola Bowl,Food,6.75,1.9,17,Saturday
2025-03-08,Bottled Water,Other,2.25,0.35,22,Saturday
2025-03-09,Drip Coffee,Coffee,3.25,0.55,102,Sunday
2025-03-09,Latte,Coffee,4.75,1.1,79,Sunday
2025-03-09,Cappuccino,Coffee,4.5,1.05,47,Sunday
2025-03-09,Cold Brew,Coffee,4.95,1.2,65,Sunday
2025-03-09,Espresso Shot,Coffee,2.75,0.45,25,Sunday
2025-03-09,Matcha Latte,Tea,5.25,1.6,30,Sunday
2025-03-09,Chai Latte,Tea,4.95,1.15,26,Sunday
2025-03-09,Iced Tea,Tea,3.5,0.5,22,Sunday
2025-03-09,Croissant,Pastry,3.75,1.1,38,Sunday
2025-03-09,Blueberry Muffin,Pastry,3.95,1.0,34,Sunday
2025-03-09,Avocado Toast,Food,8.5,2.6,22,Sunday
2025-03-09,Breakfast Sandwich,Food,7.25,2.4,46,Sunday
2025-03-09,Bagel & Cream Cheese,Food,4.5,1.3,32,Sunday
2025-03-09,Granola Bowl,Food,6.75,1.9,18,Sunday
2025-03-09,Bottled Water,Other,2.25,0.35,21,Sunday
2025-03-10,Drip Coffee,Coffee,3.25,0.55,83,Monday
2025-03-10,Latte,Coffee,4.75,1.1,72,Monday
2025-03-10,Cappuccino,Coffee,4.5,1.05,41,Monday
2025-03-10,Cold Brew,Coffee,4.95,1.2,48,Monday
2025-03-10,Espresso Shot,Coffee,2.75,0.45,27,Monday
2025-03-10,Matcha Latte,Tea,5.25,1.6,34,Monday
2025-03-10,Chai Latte,Tea,4.95,1.15,33,Monday
2025-03-10,Iced Tea,Tea,3.5,0.5,19,Monday
2025-03-10,Croissant,Pastry,3.75,1.1,35,Monday
2025-03-10,Blueberry Muffin,Pastry,3.95,1.0,30,Monday
2025-03-10,Avocado Toast,Food,8.5,2.6,21,Monday
2025-03-10,Breakfast Sandwich,Food,7.25,2.4,39,Monday
2025-03-10,Bagel & Cream Cheese,Food,4.5,1.3,24,Monday
2025-03-10,Granola Bowl,Food,6.75,1.9,13,Monday
2025-03-10,Bottled Water,Other,2.25,0.35,21,Monday
2025-03-11,Drip Coffee,Coffee,3.25,0.55,82,Tuesday
2025-03-11,Latte,Coffee,4.75,1.1,67,Tuesday
2025-03-11,Cappuccino,Coffee,4.5,1.05,42,Tuesday
2025-03-11,Cold Brew,Coffee,4.95,1.2,53,Tuesday
2025-03-11,Espresso Shot,Coffee,2.75,0.45,25,Tuesday
2025-03-11,Matcha Latte,Tea,5.25,1.6,28,Tuesday
2025-03-11,Chai Latte,Tea,4.95,1.15,23,Tuesday
2025-03-11,Iced Tea,Tea,3.5,0.5,19,Tuesday
2025-03-11,Croissant,Pastry,3.75,1.1,29,Tuesday
2025-03-11,Blueberry Muffin,Pastry,3.95,1.0,29,Tuesday
2025-03-11,Avocado Toast,Food,8.5,2.6,18,Tuesday
2025-03-11,Breakfast Sandwich,Food,7.25,2.4,40,Tuesday
2025-03-11,Bagel & Cream Cheese,Food,4.5,1.3,27,Tuesday
2025-03-11,Granola Bowl,Food,6.75,1.9,14,Tuesday
2025-03-11,Bottled Water,Other,2.25,0.35,17,Tuesday
2025-03-12,Drip Coffee,Coffee,3.25,0.55,89,Wednesday
2025-03-12,Latte,Coffee,4.75,1.1,53,Wednesday
2025-03-12,Cappuccino,Coffee,4.5,1.05,35,Wednesday
2025-03-12,Cold Brew,Coffee,4.95,1.2,54,Wednesday
2025-03-12,Espresso Shot,Coffee,2.75,0.45,26,Wednesday
2025-03-12,Matcha Latte,Tea,5.25,1.6,30,Wednesday
2025-03-12,Chai Latte,Tea,4.95,1.15,25,Wednesday
2025-03-12,Iced Tea,Tea,3.5,0.5,20,Wednesday
2025-03-12,Croissant,Pastry,3.75,1.1,33,Wednesday
2025-03-12,Blueberry Muffin,Pastry,3.95,1.0,26,Wednesday
2025-03-12,Avocado Toast,Food,8.5,2.6,23,Wednesday
2025-03-12,Breakfast Sandwich,Food,7.25,2.4,37,Wednesday
2025-03-12,Bagel & Cream Cheese,Food,4.5,1.3,30,Wednesday
2025-03-12,Granola Bowl,Food,6.75,1.9,15,Wednesday
2025-03-12,Bottled Water,Other,2.25,0.35,20,Wednesday
2025-03-13,Drip Coffee,Coffee,3.25,0.55,93,Thursday
2025-03-13,Latte,Coffee,4.75,1.1,66,Thursday
2025-03-13,Cappuccino,Coffee,4.5,1.05,37,Thursday
2025-03-13,Cold Brew,Coffee,4.95,1.2,48,Thursday
2025-03-13,Espresso Shot,Coffee,2.75,0.45,35,Thursday
2025-03-13,Matcha Latte,Tea,5.25,1.6,27,Thursday
2025-03-13,Chai Latte,Tea,4.95,1.15,29,Thursday
2025-03-13,Iced Tea,Tea,3.5,0.5,20,Thursday
2025-03-13,Croissant,Pastry,3.75,1.1,36,Thursday
2025-03-13,Blueberry Muffin,Pastry,3.95,1.0,29,Thursday
2025-03-13,Avocado Toast,Food,8.5,2.6,18,Thursday
2025-03-13,Breakfast Sandwich,Food,7.25,2.4,35,Thursday
2025-03-13,Bagel & Cream Cheese,Food,4.5,1.3,23,Thursday
2025-03-13,Granola Bowl,Food,6.75,1.9,14,Thursday
2025-03-13,Bottled Water,Other,2.25,0.35,17,Thursday
2025-03-14,Drip Coffee,Coffee,3.25,0.55,90,Friday
2025-03-14,Latte,Coffee,4.75,1.1,83,Friday
2025-03-14,Cappuccino,Coffee,4.5,1.05,43,Friday
2025-03-14,Cold Brew,Coffee,4.95,1.2,70,Friday
2025-03-14,Espresso Shot,Coffee,2.75,0.45,27,Friday
2025-03-14,Matcha Latte,Tea,5.25,1.6,35,Friday
2025-03-14,Chai Latte,Tea,4.95,1.15,27,Friday
2025-03-14,Iced Tea,Tea,3.5,0.5,25,Friday
2025-03-14,Croissant,Pastry,3.75,1.1,38,Friday
2025-03-14,Blueberry Muffin,Pastry,3.95,1.0,36,Friday
2025-03-14,Avocado Toast,Food,8.5,2.6,26,Friday
2025-03-14,Breakfast Sandwich,Food,7.25,2.4,43,Friday
2025-03-14,Bagel & Cream Cheese,Food,4.5,1.3,31,Friday
2025-03-14,Granola Bowl,Food,6.75,1.9,15,Friday
2025-03-14,Bottled Water,Other,2.25,0.35,24,Friday
2025-03-15,Drip Coffee,Coffee,3.25,0.55,123,Saturday
2025-03-15,Latte,Coffee,4.75,1.1,96,Saturday
2025-03-15,Cappuccino,Coffee,4.5,1.05,45,Saturday
2025-03-15,Cold Brew,Coffee,4.95,1.2,62,Saturday
2025-03-15,Espresso Shot,Coffee,2.75,0.45,30,Saturday
2025-03-15,Matcha Latte,Tea,5.25,1.6,38,Saturday
2025-03-15,Chai Latte,Tea,4.95,1.15,38,Saturday
2025-03-15,Iced Tea,Tea,3.5,0.5,23,Saturday
2025-03-15,Croissant,Pastry,3.75,1.1,52,Saturday
2025-03-15,Blueberry Muffin,Pastry,3.95,1.0,39,Saturday
2025-03-15,Avocado Toast,Food,8.5,2.6,22,Saturday
2025-03-15,Breakfast Sandwich,Food,7.25,2.4,47,Saturday
2025-03-15,Bagel & Cream Cheese,Food,4.5,1.3,23,Saturday
2025-03-15,Granola Bowl,Food,6.75,1.9,17,Saturday
2025-03-15,Bottled Water,Other,2.25,0.35,22,Saturday
2025-03-16,Drip Coffee,Coffee,3.25,0.55,87,Sunday
2025-03-16,Latte,Coffee,4.75,1.1,74,Sunday
2025-03-16,Cappuccino,Coffee,4.5,1.05,42,Sunday
2025-03-16,Cold Brew,Coffee,4.95,1.2,56,Sunday
2025-03-16,Espresso Shot,Coffee,2.75,0.45,32,Sunday
2025-03-16,Matcha Latte,Tea,5.25,1.6,38,Sunday
2025-03-16,Chai Latte,Tea,4.95,1.15,27,Sunday
2025-03-16,Iced Tea,Tea,3.5,0.5,25,Sunday
2025-03-16,Croissant,Pastry,3.75,1.1,31,Sunday
2025-03-16,Blueberry Muffin,Pastry,3.95,1.0,30,Sunday
2025-03-16,Avocado Toast,Food,8.5,2.6,29,Sunday
2025-03-16,Breakfast Sandwich,Food,7.25,2.4,31,Sunday
2025-03-16,Bagel & Cream Cheese,Food,4.5,1.3,31,Sunday
2025-03-16,Granola Bowl,Food,6.75,1.9,13,Sunday
2025-03-16,Bottled Water,Other,2.25,0.35,19,Sunday
2025-03-17,Drip Coffee,Coffee,3.25,0.55,79,Monday
2025-03-17,Latte,Coffee,4.75,1.1,80,Monday
2025-03-17,Cappuccino,Coffee,4.5,1.05,34,Monday
2025-03-17,Cold Brew,Coffee,4.95,1.2,52,Monday
2025-03-17,Espresso Shot,Coffee,2.75,0.45,26,Monday
2025-03-17,Matcha Latte,Tea,5.25,1.6,28,Monday
2025-03-17,Chai Latte,Tea,4.95,1.15,24,Monday
2025-03-17,Iced Tea,Tea,3.5,0.5,19,Monday
2025-03-17,Croissant,Pastry,3.75,1.1,34,Monday
2025-03-17,Blueberry Muffin,Pastry,3.95,1.0,32,Monday
2025-03-17,Avocado Toast,Food,8.5,2.6,19,Monday
2025-03-17,Breakfast Sandwich,Food,7.25,2.4,34,Monday
2025-03-17,Bagel & Cream Cheese,Food,4.5,1.3,26,Monday
2025-03-17,Granola Bowl,Food,6.75,1.9,13,Monday
2025-03-17,Bottled Water,Other,2.25,0.35,17,Monday
2025-03-18,Drip Coffee,Coffee,3.25,0.55,81,Tuesday
2025-03-18,Latte,Coffee,4.75,1.1,61,Tuesday
2025-03-18,Cappuccino,Coffee,4.5,1.05,34,Tuesday
2025-03-18,Cold Brew,Coffee,4.95,1.2,55,Tuesday
2025-03-18,Espresso Shot,Coffee,2.75,0.45,21,Tuesday
2025-03-18,Matcha Latte,Tea,5.25,1.6,32,Tuesday
2025-03-18,Chai Latte,Tea,4.95,1.15,27,Tuesday
2025-03-18,Iced Tea,Tea,3.5,0.5,16,Tuesday
2025-03-18,Croissant,Pastry,3.75,1.1,34,Tuesday
2025-03-18,Blueberry Muffin,Pastry,3.95,1.0,29,Tuesday
2025-03-18,Avocado Toast,Food,8.5,2.6,23,Tuesday
2025-03-18,Breakfast Sandwich,Food,7.25,2.4,41,Tuesday
2025-03-18,Bagel & Cream Cheese,Food,4.5,1.3,24,Tuesday
2025-03-18,Granola Bowl,Food,6.75,1.9,12,Tuesday
2025-03-18,Bottled Water,Other,2.25,0.35,16,Tuesday
2025-03-19,Drip Coffee,Coffee,3.25,0.55,75,Wednesday
2025-03-19,Latte,Coffee,4.75,1.1,64,Wednesday
2025-03-19,Cappuccino,Coffee,4.5,1.05,41,Wednesday
2025-03-19,Cold Brew,Coffee,4.95,1.2,55,Wednesday
2025-03-19,Espresso Shot,Coffee,2.75,0.45,24,Wednesday
2025-03-19,Matcha Latte,Tea,5.25,1.6,27,Wednesday
2025-03-19,Chai Latte,Tea,4.95,1.15,29,Wednesday
2025-03-19,Iced Tea,Tea,3.5,0.5,19,Wednesday
2025-03-19,Croissant,Pastry,3.75,1.1,31,Wednesday
2025-03-19,Blueberry Muffin,Pastry,3.95,1.0,29,Wednesday
2025-03-19,Avocado Toast,Food,8.5,2.6,21,Wednesday
2025-03-19,Breakfast Sandwich,Food,7.25,2.4,33,Wednesday
2025-03-19,Bagel & Cream Cheese,Food,4.5,1.3,29,Wednesday
2025-03-19,Granola Bowl,Food,6.75,1.9,15,Wednesday
2025-03-19,Bottled Water,Other,2.25,0.35,18,Wednesday
2025-03-20,Drip Coffee,Coffee,3.25,0.55,91,Thursday
2025-03-20,Latte,Coffee,4.75,1.1,78,Thursday
2025-03-20,Cappuccino,Coffee,4.5,1.05,42,Thursday
2025-03-20,Cold Brew,Coffee,4.95,1.2,64,Thursday
2025-03-20,Espresso Shot,Coffee,2.75,0.45,31,Thursday
2025-03-20,Matcha Latte,Tea,5.25,1.6,32,Thursday
2025-03-20,Chai Latte,Tea,4.95,1.15,31,Thursday
2025-03-20,Iced Tea,Tea,3.5,0.5,23,Thursday
2025-03-20,Croissant,Pastry,3.75,1.1,35,Thursday
2025-03-20,Blueberry Muffin,Pastry,3.95,1.0,27,Thursday
2025-03-20,Avocado Toast,Food,8.5,2.6,26,Thursday
2025-03-20,Breakfast Sandwich,Food,7.25,2.4,32,Thursday
2025-03-20,Bagel & Cream Cheese,Food,4.5,1.3,33,Thursday
2025-03-20,Granola Bowl,Food,6.75,1.9,16,Thursday
2025-03-20,Bottled Water,Other,2.25,0.35,19,Thursday
2025-03-21,Drip Coffee,Coffee,3.25,0.55,98,Friday
2025-03-21,Latte,Coffee,4.75,1.1,97,Friday
2025-03-21,Cappuccino,Coffee,4.5,1.05,41,Friday
2025-03-21,Cold Brew,Coffee,4.95,1.2,54,Friday
2025-03-21,Espresso Shot,Coffee,2.75,0.45,27,Friday
2025-03-21,Matcha Latte,Tea,5.25,1.6,33,Friday
2025-03-21,Chai Latte,Tea,4.95,1.15,28,Friday
2025-03-21,Iced Tea,Tea,3.5,0.5,23,Friday
2025-03-21,Croissant,Pastry,3.75,1.1,41,Friday
2025-03-21,Blueberry Muffin,Pastry,3.95,1.0,31,Friday
2025-03-21,Avocado Toast,Food,8.5,2.6,30,Friday
2025-03-21,Breakfast Sandwich,Food,7.25,2.4,36,Friday
2025-03-21,Bagel & Cream Cheese,Food,4.5,1.3,25,Friday
2025-03-21,Granola Bowl,Food,6.75,1.9,17,Friday
2025-03-21,Bottled Water,Other,2.25,0.35,20,Friday
2025-03-22,Drip Coffee,Coffee,3.25,0.55,116,Saturday
2025-03-22,Latte,Coffee,4.75,1.1,84,Saturday
2025-03-22,Cappuccino,Coffee,4.5,1.05,46,Saturday
2025-03-22,Cold Brew,Coffee,4.95,1.2,66,Saturday
2025-03-22,Espresso Shot,Coffee,2.75,0.45,30,Saturday
2025-03-22,Matcha Latte,Tea,5.25,1.6,41,Saturday
2025-03-22,Chai Latte,Tea,4.95,1.15,34,Saturday
2025-03-22,Iced Tea,Tea,3.5,0.5,28,Saturday
2025-03-22,Croissant,Pastry,3.75,1.1,49,Saturday
2025-03-22,Blueberry Muffin,Pastry,3.95,1.0,44,Saturday
2025-03-22,Avocado Toast,Food,8.5,2.6,32,Saturday
2025-03-22,Breakfast Sandwich,Food,7.25,2.4,54,Saturday
2025-03-22,Bagel & Cream Cheese,Food,4.5,1.3,37,Saturday
2025-03-22,Granola Bowl,Food,6.75,1.9,17,Saturday
2025-03-22,Bottled Water,Other,2.25,0.35,23,Saturday
2025-03-23,Drip Coffee,Coffee,3.25,0.55,73,Sunday
2025-03-23,Latte,Coffee,4.75,1.1,80,Sunday
2025-03-23,Cappuccino,Coffee,4.5,1.05,40,Sunday
2025-03-23,Cold Brew,Coffee,4.95,1.2,63,Sunday
2025-03-23,Espresso Shot,Coffee,2.75,0.45,29,Sunday
2025-03-23,Matcha Latte,Tea,5.25,1.6,28,Sunday
2025-03-23,Chai Latte,Tea,4.95,1.15,27,Sunday
2025-03-23,Iced Tea,Tea,3.5,0.5,21,Sunday
2025-03-23,Croissant,Pastry,3.75,1.1,36,Sunday
2025-03-23,Blueberry Muffin,Pastry,3.95,1.0,34,Sunday
2025-03-23,Avocado Toast,Food,8.5,2.6,21,Sunday
2025-03-23,Breakfast Sandwich,Food,7.25,2.4,42,Sunday
2025-03-23,Bagel & Cream Cheese,Food,4.5,1.3,23,Sunday
2025-03-23,Granola Bowl,Food,6.75,1.9,11,Sunday
2025-03-23,Bottled Water,Other,2.25,0.35,22,Sunday
2025-03-24,Drip Coffee,Coffee,3.25,0.55,68,Monday
